date,district,soil_moisture_simulated,soil_moisture_source
2023-07-05,Chengalpattu,0.6731200000000002,simulated
2023-07-06,Chengalpattu,0.6644800000000002,simulated
2023-07-07,Chengalpattu,0.6526400000000002,simulated
2023-07-08,Chengalpattu,0.6490800000000002,simulated
2023-07-09,Chengalpattu,0.7434000000000002,simulated
2023-07-10,Chengalpattu,0.8680000000000002,simulated
2023-07-11,Chengalpattu,0.8953200000000002,simulated
2023-07-12,Chengalpattu,1.0,simulated
2023-07-13,Chengalpattu,0.9956400000000001,simulated
2023-07-14,Chengalpattu,0.9843600000000001,simulated
2023-07-15,Chengalpattu,0.9733600000000001,simulated
2023-07-16,Chengalpattu,0.9806000000000001,simulated
2023-07-17,Chengalpattu,0.9691600000000001,simulated
2023-07-18,Chengalpattu,0.9567600000000002,simulated
2023-07-19,Chengalpattu,0.9571600000000002,simulated
2023-07-20,Chengalpattu,0.9446000000000002,simulated
2023-07-21,Chengalpattu,0.9326400000000002,simulated
2023-07-22,Chengalpattu,0.9301200000000003,simulated
2023-07-23,Chengalpattu,0.9264000000000003,simulated
2023-07-24,Chengalpattu,0.9418400000000003,simulated
2023-07-25,Chengalpattu,0.9990000000000003,simulated
2023-07-26,Chengalpattu,1.0,simulated
2023-07-27,Chengalpattu,0.98792,simulated
2023-07-28,Chengalpattu,0.9760800000000001,simulated
2023-07-29,Chengalpattu,0.9634800000000001,simulated
2023-07-30,Chengalpattu,0.9527200000000001,simulated
2023-07-31,Chengalpattu,0.9543200000000002,simulated
2023-08-01,Chengalpattu,0.9429600000000001,simulated
2023-08-02,Chengalpattu,0.9300400000000001,simulated
2023-08-03,Chengalpattu,0.91956,simulated
2023-08-04,Chengalpattu,0.9099600000000001,simulated
2023-08-05,Chengalpattu,0.89968,simulated
2023-08-06,Chengalpattu,0.8992,simulated
2023-08-07,Chengalpattu,0.90952,simulated
2023-08-08,Chengalpattu,0.89716,simulated
2023-08-09,Chengalpattu,0.9181199999999999,simulated
2023-08-10,Chengalpattu,0.9090799999999999,simulated
2023-08-11,Chengalpattu,1.0,simulated
2023-08-12,Chengalpattu,1.0,simulated
2023-08-13,Chengalpattu,1.0,simulated
2023-08-14,Chengalpattu,1.0,simulated
2023-08-15,Chengalpattu,0.9918,simulated
2023-08-16,Chengalpattu,0.97972,simulated
2023-08-17,Chengalpattu,0.97796,simulated
2023-08-18,Chengalpattu,1.0,simulated
2023-08-19,Chengalpattu,0.9888000000000001,simulated
2023-08-20,Chengalpattu,0.9774800000000001,simulated
2023-08-21,Chengalpattu,0.9664400000000001,simulated
2023-08-22,Chengalpattu,0.9736400000000001,simulated
2023-08-23,Chengalpattu,0.97904,simulated
2023-08-24,Chengalpattu,0.96896,simulated
2023-08-25,Chengalpattu,0.95672,simulated
2023-08-26,Chengalpattu,0.9475600000000001,simulated
2023-08-27,Chengalpattu,0.9514400000000001,simulated
2023-08-28,Chengalpattu,1.0,simulated
2023-08-29,Chengalpattu,1.0,simulated
2023-08-30,Chengalpattu,1.0,simulated
2023-08-31,Chengalpattu,1.0,simulated
2023-09-01,Chengalpattu,0.99432,simulated
2023-09-02,Chengalpattu,1.0,simulated
2023-09-03,Chengalpattu,1.0,simulated
2023-09-04,Chengalpattu,0.9897600000000001,simulated
2023-09-05,Chengalpattu,0.99636,simulated
2023-09-06,Chengalpattu,1.0,simulated
2023-09-07,Chengalpattu,0.9954400000000001,simulated
2023-09-08,Chengalpattu,0.9938000000000001,simulated
2023-09-09,Chengalpattu,0.9831200000000001,simulated
2023-09-10,Chengalpattu,0.97108,simulated
2023-09-11,Chengalpattu,0.96052,simulated
2023-09-12,Chengalpattu,0.9542,simulated
2023-09-13,Chengalpattu,0.9495600000000001,simulated
2023-09-14,Chengalpattu,1.0,simulated
2023-09-15,Chengalpattu,0.99372,simulated
2023-09-16,Chengalpattu,1.0,simulated
2023-09-17,Chengalpattu,1.0,simulated
2023-09-18,Chengalpattu,1.0,simulated
2023-09-19,Chengalpattu,0.9884,simulated
2023-09-20,Chengalpattu,0.97664,simulated
2023-09-21,Chengalpattu,0.97412,simulated
2023-09-22,Chengalpattu,0.9722000000000001,simulated
2023-09-23,Chengalpattu,1.0,simulated
2023-09-24,Chengalpattu,1.0,simulated
2023-09-25,Chengalpattu,1.0,simulated
2023-09-26,Chengalpattu,1.0,simulated
2023-09-27,Chengalpattu,0.99884,simulated
2023-09-28,Chengalpattu,1.0,simulated
2023-09-29,Chengalpattu,1.0,simulated
2023-09-30,Chengalpattu,0.99024,simulated
2023-10-01,Chengalpattu,0.9791200000000001,simulated
2023-10-02,Chengalpattu,0.9677600000000002,simulated
2023-10-03,Chengalpattu,0.9558000000000002,simulated
2023-10-04,Chengalpattu,0.9452400000000002,simulated
2023-10-05,Chengalpattu,0.9523600000000001,simulated
2023-10-06,Chengalpattu,0.9761600000000001,simulated
2023-10-07,Chengalpattu,1.0,simulated
2023-10-08,Chengalpattu,0.98832,simulated
2023-10-09,Chengalpattu,0.9802000000000001,simulated
2023-10-10,Chengalpattu,0.98436,simulated
2023-10-11,Chengalpattu,0.97896,simulated
2023-10-12,Chengalpattu,0.9711200000000001,simulated
2023-10-13,Chengalpattu,0.9780800000000001,simulated
2023-10-14,Chengalpattu,1.0,simulated
2023-10-15,Chengalpattu,1.0,simulated
2023-10-16,Chengalpattu,1.0,simulated
2023-10-17,Chengalpattu,0.99732,simulated
2023-10-18,Chengalpattu,0.98984,simulated
2023-10-19,Chengalpattu,0.9798800000000001,simulated
2023-10-20,Chengalpattu,0.9692800000000001,simulated
2023-10-21,Chengalpattu,0.9721200000000002,simulated
2023-10-22,Chengalpattu,0.9669600000000003,simulated
2023-10-23,Chengalpattu,0.9569600000000003,simulated
2023-10-24,Chengalpattu,0.9456800000000003,simulated
2023-10-25,Chengalpattu,0.9344400000000003,simulated
2023-10-26,Chengalpattu,0.9300800000000004,simulated
2023-10-27,Chengalpattu,0.9268000000000004,simulated
2023-10-28,Chengalpattu,0.9386000000000004,simulated
2023-10-29,Chengalpattu,0.9667600000000005,simulated
2023-10-30,Chengalpattu,1.0,simulated
2023-10-31,Chengalpattu,1.0,simulated
2023-11-01,Chengalpattu,1.0,simulated
2023-11-02,Chengalpattu,1.0,simulated
2023-11-03,Chengalpattu,1.0,simulated
2023-11-04,Chengalpattu,1.0,simulated
2023-11-05,Chengalpattu,1.0,simulated
2023-11-06,Chengalpattu,1.0,simulated
2023-11-07,Chengalpattu,1.0,simulated
2023-11-08,Chengalpattu,1.0,simulated
2023-11-09,Chengalpattu,1.0,simulated
2023-11-10,Chengalpattu,0.9984399999999999,simulated
2023-11-11,Chengalpattu,0.9877599999999999,simulated
2023-11-12,Chengalpattu,0.9770799999999998,simulated
2023-11-13,Chengalpattu,1.0,simulated
2023-11-14,Chengalpattu,1.0,simulated
2023-11-15,Chengalpattu,1.0,simulated
2023-11-16,Chengalpattu,1.0,simulated
2023-11-17,Chengalpattu,0.99764,simulated
2023-11-18,Chengalpattu,0.9904399999999999,simulated
2023-11-19,Chengalpattu,0.9809199999999999,simulated
2023-11-20,Chengalpattu,1.0,simulated
2023-11-21,Chengalpattu,1.0,simulated
2023-11-22,Chengalpattu,1.0,simulated
2023-11-23,Chengalpattu,1.0,simulated
2023-11-24,Chengalpattu,1.0,simulated
2023-11-25,Chengalpattu,1.0,simulated
2023-11-26,Chengalpattu,1.0,simulated
2023-11-27,Chengalpattu,1.0,simulated
2023-11-28,Chengalpattu,1.0,simulated
2023-11-29,Chengalpattu,1.0,simulated
2023-11-30,Chengalpattu,1.0,simulated
2023-12-01,Chengalpattu,1.0,simulated
2023-12-02,Chengalpattu,1.0,simulated
2023-12-03,Chengalpattu,1.0,simulated
2023-12-04,Chengalpattu,1.0,simulated
2023-12-05,Chengalpattu,1.0,simulated
2023-12-06,Chengalpattu,1.0,simulated
2023-12-07,Chengalpattu,1.0,simulated
2023-12-08,Chengalpattu,1.0,simulated
2023-12-09,Chengalpattu,0.99724,simulated
2023-12-10,Chengalpattu,0.98728,simulated
2023-12-11,Chengalpattu,0.98416,simulated
2023-12-12,Chengalpattu,0.98264,simulated
2023-12-13,Chengalpattu,0.97776,simulated
2023-12-14,Chengalpattu,0.96764,simulated
2023-12-15,Chengalpattu,1.0,simulated
2023-12-16,Chengalpattu,0.99824,simulated
2023-12-17,Chengalpattu,1.0,simulated
2023-12-18,Chengalpattu,0.98984,simulated
2023-12-19,Chengalpattu,0.9796800000000001,simulated
2023-12-20,Chengalpattu,0.9693600000000001,simulated
2023-12-21,Chengalpattu,0.9592000000000002,simulated
2023-12-22,Chengalpattu,0.9494000000000001,simulated
2023-12-23,Chengalpattu,0.9398800000000002,simulated
2023-12-24,Chengalpattu,0.9466800000000002,simulated
2023-12-25,Chengalpattu,0.9858400000000002,simulated
2023-12-26,Chengalpattu,0.9784400000000001,simulated
2023-12-27,Chengalpattu,0.9689600000000002,simulated
2023-12-28,Chengalpattu,0.9700800000000002,simulated
2023-12-29,Chengalpattu,0.9652800000000001,simulated
2023-12-30,Chengalpattu,0.9600400000000001,simulated
2023-12-31,Chengalpattu,0.9514000000000001,simulated
2024-01-01,Chengalpattu,0.9415200000000001,simulated
2024-01-02,Chengalpattu,0.9316000000000001,simulated
2024-01-03,Chengalpattu,0.9222400000000002,simulated
2024-01-04,Chengalpattu,0.9175200000000001,simulated
2024-01-05,Chengalpattu,0.9181600000000002,simulated
2024-01-06,Chengalpattu,0.9198800000000003,simulated
2024-01-07,Chengalpattu,0.9952800000000002,simulated
2024-01-08,Chengalpattu,1.0,simulated
2024-01-09,Chengalpattu,0.9902,simulated
2024-01-10,Chengalpattu,0.98056,simulated
2024-01-11,Chengalpattu,0.9704,simulated
2024-01-12,Chengalpattu,0.9616,simulated
2024-01-13,Chengalpattu,0.95388,simulated
2024-01-14,Chengalpattu,0.9451999999999999,simulated
2024-01-15,Chengalpattu,0.93548,simulated
2024-01-16,Chengalpattu,0.92604,simulated
2024-01-17,Chengalpattu,0.91652,simulated
2024-01-18,Chengalpattu,0.90784,simulated
2024-01-19,Chengalpattu,0.90088,simulated
2024-01-20,Chengalpattu,0.8907200000000001,simulated
2024-01-21,Chengalpattu,0.88068,simulated
2024-01-22,Chengalpattu,0.8708,simulated
2024-01-23,Chengalpattu,0.8613200000000001,simulated
2024-01-24,Chengalpattu,0.85128,simulated
2024-01-25,Chengalpattu,0.8413200000000001,simulated
2024-01-26,Chengalpattu,0.8331200000000001,simulated
2024-01-27,Chengalpattu,0.8229200000000001,simulated
2024-01-28,Chengalpattu,0.8145200000000001,simulated
2024-01-29,Chengalpattu,0.8045600000000002,simulated
2024-01-30,Chengalpattu,0.7945600000000002,simulated
2024-01-31,Chengalpattu,0.7848000000000002,simulated
2024-02-01,Chengalpattu,0.7803200000000001,simulated
2024-02-02,Chengalpattu,0.7727200000000001,simulated
2024-02-03,Chengalpattu,0.7628400000000001,simulated
2024-02-04,Chengalpattu,0.7524400000000001,simulated
2024-02-05,Chengalpattu,0.7422000000000001,simulated
2024-02-06,Chengalpattu,0.7320000000000001,simulated
2024-02-07,Chengalpattu,0.7219200000000001,simulated
2024-02-08,Chengalpattu,0.7117600000000002,simulated
2024-02-09,Chengalpattu,0.7018800000000002,simulated
2024-02-10,Chengalpattu,0.6924400000000002,simulated
2024-02-11,Chengalpattu,0.6819600000000001,simulated
2024-02-12,Chengalpattu,0.6717600000000001,simulated
2024-02-13,Chengalpattu,0.6660000000000001,simulated
2024-02-14,Chengalpattu,0.6558800000000002,simulated
2024-02-15,Chengalpattu,0.6465600000000002,simulated
2024-02-16,Chengalpattu,0.6359200000000003,simulated
2024-02-17,Chengalpattu,0.6252800000000003,simulated
2024-02-18,Chengalpattu,0.6148000000000002,simulated
2024-02-19,Chengalpattu,0.6052400000000002,simulated
2024-02-20,Chengalpattu,0.5945200000000003,simulated
2024-02-21,Chengalpattu,0.5836400000000003,simulated
2024-02-22,Chengalpattu,0.5766800000000003,simulated
2024-02-23,Chengalpattu,0.5658400000000003,simulated
2024-02-24,Chengalpattu,0.5806800000000004,simulated
2024-02-25,Chengalpattu,0.5702400000000004,simulated
2024-02-26,Chengalpattu,0.5615600000000004,simulated
2024-02-27,Chengalpattu,0.5530000000000004,simulated
2024-02-28,Chengalpattu,0.5420800000000003,simulated
2024-02-29,Chengalpattu,0.5311600000000003,simulated
2024-03-01,Chengalpattu,0.5200800000000003,simulated
2024-03-02,Chengalpattu,0.5089200000000004,simulated
2024-03-03,Chengalpattu,0.49796000000000035,simulated
2024-03-04,Chengalpattu,0.48724000000000034,simulated
2024-03-05,Chengalpattu,0.47644000000000036,simulated
2024-03-06,Chengalpattu,0.46544000000000035,simulated
2024-03-07,Chengalpattu,0.45432000000000033,simulated
2024-03-08,Chengalpattu,0.4430800000000003,simulated
2024-03-09,Chengalpattu,0.4316400000000003,simulated
2024-03-10,Chengalpattu,0.4200800000000003,simulated
2024-03-11,Chengalpattu,0.4086400000000003,simulated
2024-03-12,Chengalpattu,0.3972800000000003,simulated
2024-03-13,Chengalpattu,0.3857600000000003,simulated
2024-03-14,Chengalpattu,0.3742000000000003,simulated
2024-03-15,Chengalpattu,0.3628800000000003,simulated
2024-03-16,Chengalpattu,0.3524800000000003,simulated
2024-03-17,Chengalpattu,0.3430400000000003,simulated
2024-03-18,Chengalpattu,0.3317600000000003,simulated
2024-03-19,Chengalpattu,0.3204400000000003,simulated
2024-03-20,Chengalpattu,0.30920000000000025,simulated
2024-03-21,Chengalpattu,0.2996800000000003,simulated
2024-03-22,Chengalpattu,0.2907200000000003,simulated
2024-03-23,Chengalpattu,0.2793200000000003,simulated
2024-03-24,Chengalpattu,0.2680000000000003,simulated
2024-03-25,Chengalpattu,0.2568400000000003,simulated
2024-03-26,Chengalpattu,0.2456800000000003,simulated
2024-03-27,Chengalpattu,0.2342000000000003,simulated
2024-03-28,Chengalpattu,0.2225200000000003,simulated
2024-03-29,Chengalpattu,0.2106800000000003,simulated
2024-03-30,Chengalpattu,0.19900000000000032,simulated
2024-03-31,Chengalpattu,0.1872800000000003,simulated
2024-04-01,Chengalpattu,0.1754000000000003,simulated
2024-04-02,Chengalpattu,0.1633200000000003,simulated
2024-04-03,Chengalpattu,0.15176000000000028,simulated
2024-04-04,Chengalpattu,0.1395600000000003,simulated
2024-04-05,Chengalpattu,0.1273200000000003,simulated
2024-04-06,Chengalpattu,0.1150000000000003,simulated
2024-04-07,Chengalpattu,0.1026000000000003,simulated
2024-04-08,Chengalpattu,0.0903600000000003,simulated
2024-04-09,Chengalpattu,0.0784400000000003,simulated
2024-04-10,Chengalpattu,0.0664800000000003,simulated
2024-04-11,Chengalpattu,0.054320000000000306,simulated
2024-04-12,Chengalpattu,0.04576000000000031,simulated
2024-04-13,Chengalpattu,0.03548000000000031,simulated
2024-04-14,Chengalpattu,0.02336000000000031,simulated
2024-04-15,Chengalpattu,0.011320000000000309,simulated
2024-04-16,Chengalpattu,0.0,simulated
2024-04-17,Chengalpattu,0.0,simulated
2024-04-18,Chengalpattu,0.0,simulated
2024-04-19,Chengalpattu,0.0,simulated
2024-04-20,Chengalpattu,0.0,simulated
2024-04-21,Chengalpattu,0.0,simulated
2024-04-22,Chengalpattu,0.0,simulated
2024-04-23,Chengalpattu,0.0,simulated
2024-04-24,Chengalpattu,0.0,simulated
2024-04-25,Chengalpattu,0.0,simulated
2024-04-26,Chengalpattu,0.0,simulated
2024-04-27,Chengalpattu,0.0,simulated
2024-04-28,Chengalpattu,0.0,simulated
2024-04-29,Chengalpattu,0.0,simulated
2024-04-30,Chengalpattu,0.0,simulated
2024-05-01,Chengalpattu,0.0,simulated
2024-05-02,Chengalpattu,0.0,simulated
2024-05-03,Chengalpattu,0.0,simulated
2024-05-04,Chengalpattu,0.0,simulated
2024-05-05,Chengalpattu,0.0,simulated
2024-05-06,Chengalpattu,0.0,simulated
2024-05-07,Chengalpattu,0.0,simulated
2024-05-08,Chengalpattu,0.0,simulated
2024-05-09,Chengalpattu,0.01904,simulated
2024-05-10,Chengalpattu,0.058519999999999996,simulated
2024-05-11,Chengalpattu,0.12996,simulated
2024-05-12,Chengalpattu,0.16083999999999998,simulated
2024-05-13,Chengalpattu,0.17384,simulated
2024-05-14,Chengalpattu,0.184,simulated
2024-05-15,Chengalpattu,0.18612,simulated
2024-05-16,Chengalpattu,0.22792,simulated
2024-05-17,Chengalpattu,0.23076000000000002,simulated
2024-05-18,Chengalpattu,0.257,simulated
2024-05-19,Chengalpattu,0.31564,simulated
2024-05-20,Chengalpattu,0.47924,simulated
2024-05-21,Chengalpattu,0.80424,simulated
2024-05-22,Chengalpattu,1.0,simulated
2024-05-23,Chengalpattu,1.0,simulated
2024-05-24,Chengalpattu,0.98732,simulated
2024-05-25,Chengalpattu,1.0,simulated
2024-05-26,Chengalpattu,0.9868,simulated
2024-05-27,Chengalpattu,0.97284,simulated
2024-05-28,Chengalpattu,0.95952,simulated
2024-05-29,Chengalpattu,0.9462800000000001,simulated
2024-05-30,Chengalpattu,0.9449600000000001,simulated
2024-05-31,Chengalpattu,0.9825200000000002,simulated
2024-06-01,Chengalpattu,1.0,simulated
2024-06-02,Chengalpattu,1.0,simulated
2024-06-03,Chengalpattu,1.0,simulated
2024-06-04,Chengalpattu,1.0,simulated
2024-06-05,Chengalpattu,1.0,simulated
2024-06-06,Chengalpattu,1.0,simulated
2024-06-07,Chengalpattu,1.0,simulated
2024-06-08,Chengalpattu,0.9894800000000001,simulated
2024-06-09,Chengalpattu,0.9798800000000001,simulated
2024-06-10,Chengalpattu,0.9776800000000001,simulated
2024-06-11,Chengalpattu,0.98272,simulated
2024-06-12,Chengalpattu,0.9718,simulated
2024-06-13,Chengalpattu,0.96008,simulated
2024-06-14,Chengalpattu,0.9494800000000001,simulated
2024-06-15,Chengalpattu,0.9384000000000001,simulated
2024-06-16,Chengalpattu,0.9264400000000002,simulated
2024-06-17,Chengalpattu,0.9146400000000002,simulated
2024-06-18,Chengalpattu,0.9028800000000002,simulated
2024-06-19,Chengalpattu,1.0,simulated
2024-06-20,Chengalpattu,0.99664,simulated
2024-06-21,Chengalpattu,1.0,simulated
2024-06-22,Chengalpattu,0.99212,simulated
2024-06-23,Chengalpattu,0.9818,simulated
2024-06-24,Chengalpattu,0.9764,simulated
2024-06-25,Chengalpattu,0.9692000000000001,simulated
2024-06-26,Chengalpattu,0.9570400000000001,simulated
2024-06-27,Chengalpattu,0.9485200000000001,simulated
2024-06-28,Chengalpattu,0.9368000000000002,simulated
2024-06-29,Chengalpattu,0.9244800000000002,simulated
2024-06-30,Chengalpattu,0.9129600000000002,simulated
2024-07-01,Chengalpattu,0.9065600000000001,simulated
2024-07-02,Chengalpattu,0.8944400000000001,simulated
2024-07-03,Chengalpattu,0.8966000000000001,simulated
2024-07-04,Chengalpattu,0.89756,simulated
2024-07-05,Chengalpattu,0.8914000000000001,simulated
2024-07-06,Chengalpattu,0.8894800000000002,simulated
2024-07-07,Chengalpattu,0.8882800000000002,simulated
2024-07-08,Chengalpattu,0.8821600000000002,simulated
2024-07-09,Chengalpattu,0.8715600000000001,simulated
2024-07-10,Chengalpattu,0.8604800000000001,simulated
2024-07-11,Chengalpattu,0.8484400000000001,simulated
2024-07-12,Chengalpattu,0.9361200000000001,simulated
2024-07-13,Chengalpattu,0.9506800000000001,simulated
2024-07-14,Chengalpattu,0.9558800000000001,simulated
2024-07-15,Chengalpattu,1.0,simulated
2024-07-16,Chengalpattu,1.0,simulated
2024-07-17,Chengalpattu,0.9917199999999999,simulated
2024-07-18,Chengalpattu,0.996,simulated
2024-07-19,Chengalpattu,0.98904,simulated
2024-07-20,Chengalpattu,0.98016,simulated
2024-07-21,Chengalpattu,0.9692000000000001,simulated
2024-07-22,Chengalpattu,0.9570400000000001,simulated
2024-07-23,Chengalpattu,0.9478400000000001,simulated
2024-07-24,Chengalpattu,0.9354000000000001,simulated
2024-07-25,Chengalpattu,0.9254800000000001,simulated
2024-07-26,Chengalpattu,0.91552,simulated
2024-07-27,Chengalpattu,0.90608,simulated
2024-07-28,Chengalpattu,0.89392,simulated
2024-07-29,Chengalpattu,0.93628,simulated
2024-07-30,Chengalpattu,0.9932399999999999,simulated
2024-07-31,Chengalpattu,0.9827999999999999,simulated
2024-08-01,Chengalpattu,0.9712799999999999,simulated
2024-08-02,Chengalpattu,0.98612,simulated
2024-08-03,Chengalpattu,0.9957199999999999,simulated
2024-08-04,Chengalpattu,0.98688,simulated
2024-08-05,Chengalpattu,1.0,simulated
2024-08-06,Chengalpattu,1.0,simulated
2024-08-07,Chengalpattu,1.0,simulated
2024-08-08,Chengalpattu,1.0,simulated
2024-08-09,Chengalpattu,1.0,simulated
2024-08-10,Chengalpattu,1.0,simulated
2024-08-11,Chengalpattu,1.0,simulated
2024-08-12,Chengalpattu,1.0,simulated
2024-08-13,Chengalpattu,0.99224,simulated
2024-08-14,Chengalpattu,1.0,simulated
2024-08-15,Chengalpattu,0.99448,simulated
2024-08-16,Chengalpattu,0.9858800000000001,simulated
2024-08-17,Chengalpattu,0.9838800000000001,simulated
2024-08-18,Chengalpattu,0.9794800000000001,simulated
2024-08-19,Chengalpattu,0.9900400000000001,simulated
2024-08-20,Chengalpattu,1.0,simulated
2024-08-21,Chengalpattu,0.9913599999999999,simulated
2024-08-22,Chengalpattu,0.9797999999999999,simulated
2024-08-23,Chengalpattu,0.9678799999999999,simulated
2024-08-24,Chengalpattu,0.9557599999999998,simulated
2024-08-25,Chengalpattu,0.9440399999999999,simulated
2024-08-26,Chengalpattu,0.9317199999999999,simulated
2024-08-27,Chengalpattu,0.9197199999999999,simulated
2024-08-28,Chengalpattu,0.9406399999999999,simulated
2024-08-29,Chengalpattu,0.9823999999999998,simulated
2024-08-30,Chengalpattu,1.0,simulated
2024-08-31,Chengalpattu,0.9891599999999999,simulated
2024-09-01,Chengalpattu,0.9828399999999999,simulated
2024-09-02,Chengalpattu,0.9854399999999999,simulated
2024-09-03,Chengalpattu,1.0,simulated
2024-09-04,Chengalpattu,0.9884,simulated
2024-09-05,Chengalpattu,1.0,simulated
2024-09-06,Chengalpattu,0.9991599999999999,simulated
2024-09-07,Chengalpattu,1.0,simulated
2024-09-08,Chengalpattu,0.98828,simulated
2024-09-09,Chengalpattu,0.97636,simulated
2024-09-10,Chengalpattu,0.96728,simulated
2024-09-11,Chengalpattu,0.96008,simulated
2024-09-12,Chengalpattu,0.9516000000000001,simulated
2024-09-13,Chengalpattu,0.9418000000000001,simulated
2024-09-14,Chengalpattu,0.9299600000000001,simulated
2024-09-15,Chengalpattu,0.9182000000000001,simulated
2024-09-16,Chengalpattu,0.9057600000000001,simulated
2024-09-17,Chengalpattu,0.8932800000000001,simulated
2024-09-18,Chengalpattu,0.8822000000000001,simulated
2024-09-19,Chengalpattu,0.8734000000000001,simulated
2024-09-20,Chengalpattu,0.86104,simulated
2024-09-21,Chengalpattu,0.8542400000000001,simulated
2024-09-22,Chengalpattu,0.8424000000000001,simulated
2024-09-23,Chengalpattu,0.9272800000000002,simulated
2024-09-24,Chengalpattu,0.9590800000000003,simulated
2024-09-25,Chengalpattu,0.9715600000000003,simulated
2024-09-26,Chengalpattu,0.9602400000000003,simulated
2024-09-27,Chengalpattu,1.0,simulated
2024-09-28,Chengalpattu,1.0,simulated
2024-09-29,Chengalpattu,1.0,simulated
2024-09-30,Chengalpattu,0.9937599999999999,simulated
2024-10-01,Chengalpattu,0.98608,simulated
2024-10-02,Chengalpattu,0.97424,simulated
2024-10-03,Chengalpattu,0.9635199999999999,simulated
2024-10-04,Chengalpattu,1.0,simulated
2024-10-05,Chengalpattu,0.9909199999999999,simulated
2024-10-06,Chengalpattu,0.9794799999999999,simulated
2024-10-07,Chengalpattu,1.0,simulated
2024-10-08,Chengalpattu,1.0,simulated
2024-10-09,Chengalpattu,1.0,simulated
2024-10-10,Chengalpattu,1.0,simulated
2024-10-11,Chengalpattu,1.0,simulated
2024-10-12,Chengalpattu,1.0,simulated
2024-10-13,Chengalpattu,1.0,simulated
2024-10-14,Chengalpattu,1.0,simulated
2024-10-15,Chengalpattu,1.0,simulated
2024-10-16,Chengalpattu,1.0,simulated
2024-10-17,Chengalpattu,1.0,simulated
2024-10-18,Chengalpattu,1.0,simulated
2024-10-19,Chengalpattu,1.0,simulated
2024-10-20,Chengalpattu,1.0,simulated
2024-10-21,Chengalpattu,1.0,simulated
2024-10-22,Chengalpattu,1.0,simulated
2024-10-23,Chengalpattu,0.99028,simulated
2024-10-24,Chengalpattu,0.9792000000000001,simulated
2024-10-25,Chengalpattu,0.96808,simulated
2024-10-26,Chengalpattu,0.9568000000000001,simulated
2024-10-27,Chengalpattu,0.9456400000000001,simulated
2024-10-28,Chengalpattu,0.9393600000000002,simulated
2024-10-29,Chengalpattu,0.9309600000000002,simulated
2024-10-30,Chengalpattu,0.9620800000000003,simulated
2024-10-31,Chengalpattu,0.9885200000000003,simulated
2024-11-01,Chengalpattu,1.0,simulated
2024-11-02,Chengalpattu,1.0,simulated
2024-11-03,Chengalpattu,1.0,simulated
2024-11-04,Chengalpattu,0.99304,simulated
2024-11-05,Chengalpattu,0.98356,simulated
2024-11-06,Chengalpattu,1.0,simulated
2024-11-07,Chengalpattu,0.9966400000000001,simulated
2024-11-08,Chengalpattu,0.9894000000000001,simulated
2024-11-09,Chengalpattu,0.9876800000000001,simulated
2024-11-10,Chengalpattu,0.9800000000000001,simulated
2024-11-11,Chengalpattu,0.9854,simulated
2024-11-12,Chengalpattu,1.0,simulated
2024-11-13,Chengalpattu,1.0,simulated
2024-11-14,Chengalpattu,1.0,simulated
2024-11-15,Chengalpattu,1.0,simulated
2024-11-16,Chengalpattu,1.0,simulated
2024-11-17,Chengalpattu,0.99176,simulated
2024-11-18,Chengalpattu,0.983,simulated
2024-11-19,Chengalpattu,0.98036,simulated
2024-11-20,Chengalpattu,0.96988,simulated
2024-11-21,Chengalpattu,0.95944,simulated
2024-11-22,Chengalpattu,0.9490799999999999,simulated
2024-11-23,Chengalpattu,0.94828,simulated
2024-11-24,Chengalpattu,0.93948,simulated
2024-11-25,Chengalpattu,0.92956,simulated
2024-11-26,Chengalpattu,1.0,simulated
2024-11-27,Chengalpattu,1.0,simulated
2024-11-28,Chengalpattu,1.0,simulated
2024-11-29,Chengalpattu,1.0,simulated
2024-11-30,Chengalpattu,1.0,simulated
2024-12-01,Chengalpattu,1.0,simulated
2024-12-02,Chengalpattu,1.0,simulated
2024-12-03,Chengalpattu,1.0,simulated
2024-12-04,Chengalpattu,1.0,simulated
2024-12-05,Chengalpattu,0.9986399999999999,simulated
2024-12-06,Chengalpattu,1.0,simulated
2024-12-07,Chengalpattu,0.99364,simulated
2024-12-08,Chengalpattu,0.985,simulated
2024-12-09,Chengalpattu,0.97756,simulated
2024-12-10,Chengalpattu,0.9682,simulated
2024-12-11,Chengalpattu,1.0,simulated
2024-12-12,Chengalpattu,1.0,simulated
2024-12-13,Chengalpattu,1.0,simulated
2024-12-14,Chengalpattu,0.98988,simulated
2024-12-15,Chengalpattu,0.98008,simulated
2024-12-16,Chengalpattu,0.97036,simulated
2024-12-17,Chengalpattu,1.0,simulated
2024-12-18,Chengalpattu,1.0,simulated
2024-12-19,Chengalpattu,1.0,simulated
2024-12-20,Chengalpattu,0.9923999999999998,simulated
2024-12-21,Chengalpattu,0.9993199999999998,simulated
2024-12-22,Chengalpattu,0.9919999999999997,simulated
2024-12-23,Chengalpattu,0.9816799999999997,simulated
2024-12-24,Chengalpattu,0.9968399999999997,simulated
2024-12-25,Chengalpattu,1.0,simulated
2024-12-26,Chengalpattu,1.0,simulated
2024-12-27,Chengalpattu,1.0,simulated
2024-12-28,Chengalpattu,0.9908800000000001,simulated
2024-12-29,Chengalpattu,0.98304,simulated
