date,district,soil_moisture,soil_moisture_source,soil_source
2024-05-27,Chengalpattu,0.97284,simulated,simulated
2024-05-28,Chengalpattu,0.95952,simulated,simulated
2024-05-29,Chengalpattu,0.94628,simulated,simulated
2024-05-30,Chengalpattu,0.94496,simulated,simulated
2024-05-31,Chengalpattu,0.9825200000000002,simulated,simulated
2024-06-01,Chengalpattu,1.0,simulated,simulated
2024-06-02,Chengalpattu,1.0,simulated,simulated
2024-06-03,Chengalpattu,1.0,simulated,simulated
2024-06-04,Chengalpattu,1.0,simulated,simulated
2024-06-05,Chengalpattu,1.0,simulated,simulated
2024-06-06,Chengalpattu,1.0,simulated,simulated
2024-06-07,Chengalpattu,1.0,simulated,simulated
2024-06-08,Chengalpattu,0.98948,simulated,simulated
2024-06-09,Chengalpattu,0.97988,simulated,simulated
2024-06-10,Chengalpattu,0.97768,simulated,simulated
2024-06-11,Chengalpattu,0.98272,simulated,simulated
2024-06-12,Chengalpattu,0.9718,simulated,simulated
2024-06-13,Chengalpattu,0.96008,simulated,simulated
2024-06-14,Chengalpattu,0.94948,simulated,simulated
2024-06-15,Chengalpattu,0.9384,simulated,simulated
2024-06-16,Chengalpattu,0.9264400000000002,simulated,simulated
2024-06-17,Chengalpattu,0.9146400000000002,simulated,simulated
2024-06-18,Chengalpattu,0.9028800000000002,simulated,simulated
2024-06-19,Chengalpattu,1.0,simulated,simulated
2024-06-20,Chengalpattu,0.99664,simulated,simulated
2024-06-21,Chengalpattu,1.0,simulated,simulated
2024-06-22,Chengalpattu,0.99212,simulated,simulated
2024-06-23,Chengalpattu,0.9818,simulated,simulated
2024-06-24,Chengalpattu,0.9764,simulated,simulated
2024-06-25,Chengalpattu,0.9692,simulated,simulated
2024-06-26,Chengalpattu,0.95704,simulated,simulated
2024-06-27,Chengalpattu,0.94852,simulated,simulated
2024-06-28,Chengalpattu,0.9368000000000002,simulated,simulated
2024-06-29,Chengalpattu,0.9244800000000002,simulated,simulated
2024-06-30,Chengalpattu,0.9129600000000002,simulated,simulated
2024-07-01,Chengalpattu,0.90656,simulated,simulated
2024-07-02,Chengalpattu,0.8944400000000001,simulated,simulated
2024-07-03,Chengalpattu,0.8966000000000001,simulated,simulated
2024-07-04,Chengalpattu,0.89756,simulated,simulated
2024-07-05,Chengalpattu,0.8914000000000001,simulated,simulated
2024-07-06,Chengalpattu,0.8894800000000002,simulated,simulated
2024-07-07,Chengalpattu,0.8882800000000002,simulated,simulated
2024-07-08,Chengalpattu,0.8821600000000002,simulated,simulated
2024-07-09,Chengalpattu,0.8715600000000001,simulated,simulated
2024-07-10,Chengalpattu,0.8604800000000001,simulated,simulated
2024-07-11,Chengalpattu,0.8484400000000001,simulated,simulated
2024-07-12,Chengalpattu,0.93612,simulated,simulated
2024-07-13,Chengalpattu,0.95068,simulated,simulated
2024-07-14,Chengalpattu,0.95588,simulated,simulated
2024-07-15,Chengalpattu,1.0,simulated,simulated
2024-07-16,Chengalpattu,1.0,simulated,simulated
2024-07-17,Chengalpattu,0.99172,simulated,simulated
2024-07-18,Chengalpattu,0.996,simulated,simulated
2024-07-19,Chengalpattu,0.98904,simulated,simulated
2024-07-20,Chengalpattu,0.98016,simulated,simulated
2024-07-21,Chengalpattu,0.9692,simulated,simulated
2024-07-22,Chengalpattu,0.95704,simulated,simulated
2024-07-23,Chengalpattu,0.94784,simulated,simulated
2024-07-24,Chengalpattu,0.9354,simulated,simulated
2024-07-25,Chengalpattu,0.92548,simulated,simulated
2024-07-26,Chengalpattu,0.91552,simulated,simulated
2024-07-27,Chengalpattu,0.90608,simulated,simulated
2024-07-28,Chengalpattu,0.89392,simulated,simulated
2024-07-29,Chengalpattu,0.93628,simulated,simulated
2024-07-30,Chengalpattu,0.99324,simulated,simulated
2024-07-31,Chengalpattu,0.9828,simulated,simulated
2024-08-01,Chengalpattu,0.97128,simulated,simulated
2024-08-02,Chengalpattu,0.98612,simulated,simulated
2024-08-03,Chengalpattu,0.99572,simulated,simulated
2024-08-04,Chengalpattu,0.98688,simulated,simulated
2024-08-05,Chengalpattu,1.0,simulated,simulated
2024-08-06,Chengalpattu,1.0,simulated,simulated
2024-08-07,Chengalpattu,1.0,simulated,simulated
2024-08-08,Chengalpattu,1.0,simulated,simulated
2024-08-09,Chengalpattu,1.0,simulated,simulated
2024-08-10,Chengalpattu,1.0,simulated,simulated
2024-08-11,Chengalpattu,1.0,simulated,simulated
2024-08-12,Chengalpattu,1.0,simulated,simulated
2024-08-13,Chengalpattu,0.99224,simulated,simulated
2024-08-14,Chengalpattu,1.0,simulated,simulated
2024-08-15,Chengalpattu,0.99448,simulated,simulated
2024-08-16,Chengalpattu,0.98588,simulated,simulated
2024-08-17,Chengalpattu,0.98388,simulated,simulated
2024-08-18,Chengalpattu,0.97948,simulated,simulated
2024-08-19,Chengalpattu,0.99004,simulated,simulated
2024-08-20,Chengalpattu,1.0,simulated,simulated
2024-08-21,Chengalpattu,0.99136,simulated,simulated
2024-08-22,Chengalpattu,0.9798,simulated,simulated
2024-08-23,Chengalpattu,0.96788,simulated,simulated
2024-08-24,Chengalpattu,0.9557599999999998,simulated,simulated
2024-08-25,Chengalpattu,0.94404,simulated,simulated
2024-08-26,Chengalpattu,0.93172,simulated,simulated
2024-08-27,Chengalpattu,0.91972,simulated,simulated
2024-08-28,Chengalpattu,0.94064,simulated,simulated
2024-08-29,Chengalpattu,0.9823999999999998,simulated,simulated
2024-08-30,Chengalpattu,1.0,simulated,simulated
2024-08-31,Chengalpattu,0.98916,simulated,simulated
2024-09-01,Chengalpattu,0.98284,simulated,simulated
2024-09-02,Chengalpattu,0.98544,simulated,simulated
2024-09-03,Chengalpattu,1.0,simulated,simulated
2024-09-04,Chengalpattu,0.9884,simulated,simulated
2024-09-05,Chengalpattu,1.0,simulated,simulated
2024-09-06,Chengalpattu,0.99916,simulated,simulated
2024-09-07,Chengalpattu,1.0,simulated,simulated
2024-09-08,Chengalpattu,0.98828,simulated,simulated
2024-09-09,Chengalpattu,0.97636,simulated,simulated
2024-09-10,Chengalpattu,0.96728,simulated,simulated
2024-09-11,Chengalpattu,0.96008,simulated,simulated
2024-09-12,Chengalpattu,0.9516,simulated,simulated
2024-09-13,Chengalpattu,0.9418,simulated,simulated
2024-09-14,Chengalpattu,0.92996,simulated,simulated
2024-09-15,Chengalpattu,0.9182,simulated,simulated
2024-09-16,Chengalpattu,0.90576,simulated,simulated
2024-09-17,Chengalpattu,0.8932800000000001,simulated,simulated
2024-09-18,Chengalpattu,0.8822000000000001,simulated,simulated
2024-09-19,Chengalpattu,0.8734000000000001,simulated,simulated
2024-09-20,Chengalpattu,0.86104,simulated,simulated
2024-09-21,Chengalpattu,0.8542400000000001,simulated,simulated
2024-09-22,Chengalpattu,0.8424000000000001,simulated,simulated
2024-09-23,Chengalpattu,0.9272800000000002,simulated,simulated
2024-09-24,Chengalpattu,0.9590800000000004,simulated,simulated
2024-09-25,Chengalpattu,0.9715600000000004,simulated,simulated
2024-09-26,Chengalpattu,0.9602400000000004,simulated,simulated
2024-09-27,Chengalpattu,1.0,simulated,simulated
2024-09-28,Chengalpattu,1.0,simulated,simulated
2024-09-29,Chengalpattu,1.0,simulated,simulated
2024-09-30,Chengalpattu,0.99376,simulated,simulated
2024-10-01,Chengalpattu,0.98608,simulated,simulated
2024-10-02,Chengalpattu,0.97424,simulated,simulated
2024-10-03,Chengalpattu,0.96352,simulated,simulated
2024-10-04,Chengalpattu,1.0,simulated,simulated
2024-10-05,Chengalpattu,0.99092,simulated,simulated
2024-10-06,Chengalpattu,0.97948,simulated,simulated
2024-10-07,Chengalpattu,1.0,simulated,simulated
2024-10-08,Chengalpattu,1.0,simulated,simulated
2024-10-09,Chengalpattu,1.0,simulated,simulated
2024-10-10,Chengalpattu,1.0,simulated,simulated
2024-10-11,Chengalpattu,1.0,simulated,simulated
2024-10-12,Chengalpattu,1.0,simulated,simulated
2024-10-13,Chengalpattu,1.0,simulated,simulated
2024-10-14,Chengalpattu,1.0,simulated,simulated
2024-10-15,Chengalpattu,1.0,simulated,simulated
2024-10-16,Chengalpattu,1.0,simulated,simulated
2024-10-17,Chengalpattu,1.0,simulated,simulated
2024-10-18,Chengalpattu,1.0,simulated,simulated
2024-10-19,Chengalpattu,1.0,simulated,simulated
2024-10-20,Chengalpattu,1.0,simulated,simulated
2024-10-21,Chengalpattu,1.0,simulated,simulated
2024-10-22,Chengalpattu,1.0,simulated,simulated
2024-10-23,Chengalpattu,0.99028,simulated,simulated
2024-10-24,Chengalpattu,0.9792,simulated,simulated
2024-10-25,Chengalpattu,0.96808,simulated,simulated
2024-10-26,Chengalpattu,0.9568,simulated,simulated
2024-10-27,Chengalpattu,0.94564,simulated,simulated
2024-10-28,Chengalpattu,0.9393600000000002,simulated,simulated
2024-10-29,Chengalpattu,0.9309600000000002,simulated,simulated
2024-10-30,Chengalpattu,0.9620800000000004,simulated,simulated
2024-10-31,Chengalpattu,0.9885200000000004,simulated,simulated
2024-11-01,Chengalpattu,1.0,simulated,simulated
2024-11-02,Chengalpattu,1.0,simulated,simulated
2024-11-03,Chengalpattu,1.0,simulated,simulated
2024-11-04,Chengalpattu,0.99304,simulated,simulated
2024-11-05,Chengalpattu,0.98356,simulated,simulated
2024-11-06,Chengalpattu,1.0,simulated,simulated
2024-11-07,Chengalpattu,0.99664,simulated,simulated
2024-11-08,Chengalpattu,0.9894,simulated,simulated
2024-11-09,Chengalpattu,0.98768,simulated,simulated
2024-11-10,Chengalpattu,0.98,simulated,simulated
2024-11-11,Chengalpattu,0.9854,simulated,simulated
2024-11-12,Chengalpattu,1.0,simulated,simulated
2024-11-13,Chengalpattu,1.0,simulated,simulated
2024-11-14,Chengalpattu,1.0,simulated,simulated
2024-11-15,Chengalpattu,1.0,simulated,simulated
2024-11-16,Chengalpattu,1.0,simulated,simulated
2024-11-17,Chengalpattu,0.99176,simulated,simulated
2024-11-18,Chengalpattu,0.983,simulated,simulated
2024-11-19,Chengalpattu,0.98036,simulated,simulated
2024-11-20,Chengalpattu,0.96988,simulated,simulated
2024-11-21,Chengalpattu,0.95944,simulated,simulated
2024-11-22,Chengalpattu,0.94908,simulated,simulated
2024-11-23,Chengalpattu,0.94828,simulated,simulated
2024-11-24,Chengalpattu,0.93948,simulated,simulated
2024-11-25,Chengalpattu,0.92956,simulated,simulated
2024-11-26,Chengalpattu,1.0,simulated,simulated
2024-11-27,Chengalpattu,1.0,simulated,simulated
2024-11-28,Chengalpattu,1.0,simulated,simulated
2024-11-29,Chengalpattu,1.0,simulated,simulated
2024-11-30,Chengalpattu,1.0,simulated,simulated
2024-12-01,Chengalpattu,1.0,simulated,simulated
2024-12-02,Chengalpattu,1.0,simulated,simulated
2024-12-03,Chengalpattu,1.0,simulated,simulated
2024-12-04,Chengalpattu,1.0,simulated,simulated
2024-12-05,Chengalpattu,0.99864,simulated,simulated
2024-12-06,Chengalpattu,1.0,simulated,simulated
2024-12-07,Chengalpattu,0.99364,simulated,simulated
2024-12-08,Chengalpattu,0.985,simulated,simulated
2024-12-09,Chengalpattu,0.97756,simulated,simulated
2024-12-10,Chengalpattu,0.9682,simulated,simulated
2024-12-11,Chengalpattu,1.0,simulated,simulated
2024-12-12,Chengalpattu,1.0,simulated,simulated
2024-12-13,Chengalpattu,1.0,simulated,simulated
2024-12-14,Chengalpattu,0.98988,simulated,simulated
2024-12-15,Chengalpattu,0.98008,simulated,simulated
2024-12-16,Chengalpattu,0.97036,simulated,simulated
2024-12-17,Chengalpattu,1.0,simulated,simulated
2024-12-18,Chengalpattu,1.0,simulated,simulated
2024-12-19,Chengalpattu,1.0,simulated,simulated
2024-12-20,Chengalpattu,0.9923999999999998,simulated,simulated
2024-12-21,Chengalpattu,0.9993199999999998,simulated,simulated
2024-12-22,Chengalpattu,0.9919999999999995,simulated,simulated
2024-12-23,Chengalpattu,0.9816799999999996,simulated,simulated
2024-12-24,Chengalpattu,0.9968399999999996,simulated,simulated
2024-12-25,Chengalpattu,1.0,simulated,simulated
2024-12-26,Chengalpattu,1.0,simulated,simulated
2024-12-27,Chengalpattu,1.0,simulated,simulated
2024-12-28,Chengalpattu,0.99088,simulated,simulated
2024-12-29,Chengalpattu,0.98304,simulated,simulated
2024-12-30,Chengalpattu,0.98484,simulated,simulated
2024-12-31,Chengalpattu,0.9758,simulated,simulated
2015-01-01,Chennai,0.28996,simulated,simulated
2015-01-02,Chennai,0.28152,simulated,simulated
2015-01-03,Chennai,0.2834,simulated,simulated
2015-01-04,Chennai,0.28052,simulated,simulated
2015-01-05,Chennai,0.2712,simulated,simulated
2015-01-06,Chennai,0.26316,simulated,simulated
2015-01-07,Chennai,0.254,simulated,simulated
2015-01-08,Chennai,0.249,simulated,simulated
2015-01-09,Chennai,0.2418,simulated,simulated
2015-01-10,Chennai,0.2326,simulated,simulated
2015-01-11,Chennai,0.22332,simulated,simulated
2015-01-12,Chennai,0.214,simulated,simulated
2015-01-13,Chennai,0.2048,simulated,simulated
2015-01-14,Chennai,0.1956,simulated,simulated
2015-01-15,Chennai,0.18632,simulated,simulated
2015-01-16,Chennai,0.17716,simulated,simulated
2015-01-17,Chennai,0.1674,simulated,simulated
2015-01-18,Chennai,0.1578,simulated,simulated
2015-01-19,Chennai,0.14824,simulated,simulated
2015-01-20,Chennai,0.13876,simulated,simulated
2015-01-21,Chennai,0.12936,simulated,simulated
2015-01-22,Chennai,0.12648,simulated,simulated
2015-01-23,Chennai,0.12272,simulated,simulated
2015-01-24,Chennai,0.11952,simulated,simulated
2015-01-25,Chennai,0.11,simulated,simulated
2015-01-26,Chennai,0.10028,simulated,simulated
2015-01-27,Chennai,0.09064,simulated,simulated
2015-01-28,Chennai,0.08092,simulated,simulated
2015-01-29,Chennai,0.07112,simulated,simulated
2015-01-30,Chennai,0.0612,simulated,simulated
2015-01-31,Chennai,0.05136,simulated,simulated
2015-02-01,Chennai,0.04156,simulated,simulated
2015-02-02,Chennai,0.03168,simulated,simulated
2015-02-03,Chennai,0.02172,simulated,simulated
2015-02-04,Chennai,0.01184,simulated,simulated
2015-02-05,Chennai,0.00208,simulated,simulated
2015-02-06,Chennai,0.0,simulated,simulated
2015-02-07,Chennai,0.0,simulated,simulated
2015-02-08,Chennai,0.0,simulated,simulated
2015-02-09,Chennai,0.0,simulated,simulated
2015-02-10,Chennai,0.0,simulated,simulated
2015-02-11,Chennai,0.0,simulated,simulated
2015-02-12,Chennai,0.0,simulated,simulated
2015-02-13,Chennai,0.0,simulated,simulated
2015-02-14,Chennai,0.0,simulated,simulated
2015-02-15,Chennai,0.0,simulated,simulated
2015-02-16,Chennai,0.0,simulated,simulated
2015-02-17,Chennai,0.0,simulated,simulated
2015-02-18,Chennai,0.0,simulated,simulated
2015-02-19,Chennai,0.0,simulated,simulated
2015-02-20,Chennai,0.0,simulated,simulated
2015-02-21,Chennai,0.0,simulated,simulated
2015-02-22,Chennai,0.0,simulated,simulated
2015-02-23,Chennai,0.0,simulated,simulated
2015-02-24,Chennai,0.0,simulated,simulated
2015-02-25,Chennai,0.0,simulated,simulated
2015-02-26,Chennai,0.0,simulated,simulated
2015-02-27,Chennai,0.0,simulated,simulated
2015-02-28,Chennai,0.0,simulated,simulated
2015-03-01,Chennai,0.0,simulated,simulated
2015-03-02,Chennai,0.0,simulated,simulated
2015-03-03,Chennai,0.0,simulated,simulated
2015-03-04,Chennai,0.0,simulated,simulated
2015-03-05,Chennai,0.0,simulated,simulated
2015-03-06,Chennai,0.0,simulated,simulated
2015-03-07,Chennai,0.0,simulated,simulated
2015-03-08,Chennai,0.0,simulated,simulated
2015-03-09,Chennai,0.0,simulated,simulated
2015-03-10,Chennai,0.0,simulated,simulated
2015-03-11,Chennai,0.0,simulated,simulated
2015-03-12,Chennai,0.0,simulated,simulated
2015-03-13,Chennai,0.0,simulated,simulated
2015-03-14,Chennai,0.0,simulated,simulated
2015-03-15,Chennai,0.0,simulated,simulated
2015-03-16,Chennai,0.0,simulated,simulated
2015-03-17,Chennai,0.0,simulated,simulated
2015-03-18,Chennai,0.0,simulated,simulated
2015-03-19,Chennai,0.0,simulated,simulated
2015-03-20,Chennai,0.0,simulated,simulated
2015-03-21,Chennai,0.0,simulated,simulated
2015-03-22,Chennai,0.0,simulated,simulated
2015-03-23,Chennai,0.0,simulated,simulated
2015-03-24,Chennai,0.0,simulated,simulated
2015-03-25,Chennai,0.0,simulated,simulated
2015-03-26,Chennai,0.0,simulated,simulated
2015-03-27,Chennai,0.0,simulated,simulated
2015-03-28,Chennai,0.0,simulated,simulated
2015-03-29,Chennai,0.0,simulated,simulated
2015-03-30,Chennai,0.0,simulated,simulated
2015-03-31,Chennai,0.0,simulated,simulated
2015-04-01,Chennai,0.0,simulated,simulated
2015-04-02,Chennai,0.0,simulated,simulated
2015-04-03,Chennai,0.0,simulated,simulated
2015-04-04,Chennai,0.0,simulated,simulated
2015-04-05,Chennai,0.0,simulated,simulated
2015-04-06,Chennai,0.0,simulated,simulated
2015-04-07,Chennai,0.0,simulated,simulated
2015-04-08,Chennai,0.0,simulated,simulated
2015-04-09,Chennai,0.0,simulated,simulated
2015-04-10,Chennai,0.0,simulated,simulated
2015-04-11,Chennai,0.0,simulated,simulated
2015-04-12,Chennai,0.0,simulated,simulated
2015-04-13,Chennai,0.0,simulated,simulated
2015-04-14,Chennai,0.0,simulated,simulated
2015-04-15,Chennai,0.10908,simulated,simulated
2015-04-16,Chennai,0.11136,simulated,simulated
2015-04-17,Chennai,0.10484,simulated,simulated
2015-04-18,Chennai,0.0934,simulated,simulated
2015-04-19,Chennai,0.08188,simulated,simulated
2015-04-20,Chennai,0.07328,simulated,simulated
2015-04-21,Chennai,0.0935199999999999,simulated,simulated
2015-04-22,Chennai,0.0815999999999999,simulated,simulated
2015-04-23,Chennai,0.0693199999999999,simulated,simulated
2015-04-24,Chennai,0.0593999999999999,simulated,simulated
2015-04-25,Chennai,0.0832799999999999,simulated,simulated
2015-04-26,Chennai,0.0739199999999999,simulated,simulated
2015-04-27,Chennai,0.0725199999999999,simulated,simulated
2015-04-28,Chennai,0.0606399999999999,simulated,simulated
2015-04-29,Chennai,0.0509999999999999,simulated,simulated
2015-04-30,Chennai,0.0387999999999999,simulated,simulated
2015-05-01,Chennai,0.0264799999999999,simulated,simulated
2015-05-02,Chennai,0.0141599999999999,simulated,simulated
2015-05-03,Chennai,0.0019199999999999,simulated,simulated
2015-05-04,Chennai,0.0,simulated,simulated
2015-05-05,Chennai,0.0,simulated,simulated
2015-05-06,Chennai,0.0,simulated,simulated
2015-05-07,Chennai,0.0,simulated,simulated
2015-05-08,Chennai,0.0,simulated,simulated
2015-05-09,Chennai,0.0,simulated,simulated
2015-05-10,Chennai,0.0,simulated,simulated
2015-05-11,Chennai,0.0,simulated,simulated
2015-05-12,Chennai,0.0,simulated,simulated
2015-05-13,Chennai,0.0373999999999999,simulated,simulated
2015-05-14,Chennai,0.1219199999999999,simulated,simulated
2015-05-15,Chennai,0.1375999999999999,simulated,simulated
2015-05-16,Chennai,0.1726799999999999,simulated,simulated
2015-05-17,Chennai,0.2244799999999999,simulated,simulated
2015-05-18,Chennai,0.2137999999999999,simulated,simulated
2015-05-19,Chennai,0.2013599999999999,simulated,simulated
2015-05-20,Chennai,0.1887999999999999,simulated,simulated
2015-05-21,Chennai,0.1757199999999999,simulated,simulated
2015-05-22,Chennai,0.1625199999999999,simulated,simulated
2015-05-23,Chennai,0.1492399999999999,simulated,simulated
2015-05-24,Chennai,0.13584,simulated,simulated
2015-05-25,Chennai,0.1222799999999999,simulated,simulated
2015-05-26,Chennai,0.1089199999999999,simulated,simulated
2015-05-27,Chennai,0.0993199999999999,simulated,simulated
2015-05-28,Chennai,0.0865199999999999,simulated,simulated
2015-05-29,Chennai,0.0735999999999999,simulated,simulated
2015-05-30,Chennai,0.0609599999999999,simulated,simulated
2015-05-31,Chennai,0.0483199999999999,simulated,simulated
2015-06-01,Chennai,0.06752,simulated,simulated
2015-06-02,Chennai,0.0727599999999999,simulated,simulated
2015-06-03,Chennai,0.0606399999999999,simulated,simulated
2015-06-04,Chennai,0.04844,simulated,simulated
2015-06-05,Chennai,0.04032,simulated,simulated
2015-06-06,Chennai,0.03228,simulated,simulated
2015-06-07,Chennai,0.02644,simulated,simulated
2015-06-08,Chennai,0.01756,simulated,simulated
2015-06-09,Chennai,0.01064,simulated,simulated
2015-06-10,Chennai,0.0104,simulated,simulated
2015-06-11,Chennai,0.01208,simulated,simulated
2015-06-12,Chennai,0.01944,simulated,simulated
2015-06-13,Chennai,0.00948,simulated,simulated
2015-06-14,Chennai,0.01924,simulated,simulated
2015-06-15,Chennai,0.00676,simulated,simulated
2015-06-16,Chennai,0.00776,simulated,simulated
2015-06-17,Chennai,0.03168,simulated,simulated
2015-06-18,Chennai,0.0479599999999999,simulated,simulated
2015-06-19,Chennai,0.0389199999999999,simulated,simulated
2015-06-20,Chennai,0.0270399999999999,simulated,simulated
2015-06-21,Chennai,0.0145599999999999,simulated,simulated
2015-06-22,Chennai,0.0018799999999999,simulated,simulated
2015-06-23,Chennai,0.0,simulated,simulated
2015-06-24,Chennai,0.0,simulated,simulated
2015-06-25,Chennai,0.0,simulated,simulated
2015-06-26,Chennai,0.0,simulated,simulated
2015-06-27,Chennai,0.0,simulated,simulated
2015-06-28,Chennai,0.0,simulated,simulated
2015-06-29,Chennai,0.0,simulated,simulated
2015-06-30,Chennai,0.0,simulated,simulated
2015-07-01,Chennai,0.0,simulated,simulated
2015-07-02,Chennai,0.0,simulated,simulated
2015-07-03,Chennai,0.0270399999999999,simulated,simulated
2015-07-04,Chennai,0.0140399999999999,simulated,simulated
2015-07-05,Chennai,0.0009199999999999,simulated,simulated
2015-07-06,Chennai,0.0,simulated,simulated
2015-07-07,Chennai,0.0,simulated,simulated
2015-07-08,Chennai,0.0,simulated,simulated
2015-07-09,Chennai,0.0,simulated,simulated
2015-07-10,Chennai,0.0059599999999999,simulated,simulated
2015-07-11,Chennai,0.0,simulated,simulated
2015-07-12,Chennai,0.0,simulated,simulated
2015-07-13,Chennai,0.01144,simulated,simulated
2015-07-14,Chennai,0.05248,simulated,simulated
2015-07-15,Chennai,0.04584,simulated,simulated
2015-07-16,Chennai,0.03408,simulated,simulated
2015-07-17,Chennai,0.0228,simulated,simulated
2015-07-18,Chennai,0.01272,simulated,simulated
2015-07-19,Chennai,0.0183199999999999,simulated,simulated
2015-07-20,Chennai,0.0096399999999999,simulated,simulated
2015-07-21,Chennai,0.0245199999999999,simulated,simulated
2015-07-22,Chennai,0.0306799999999999,simulated,simulated
2015-07-23,Chennai,0.0367999999999999,simulated,simulated
2015-07-24,Chennai,0.0351999999999999,simulated,simulated
2015-07-25,Chennai,0.0273599999999999,simulated,simulated
2015-07-26,Chennai,0.0264399999999999,simulated,simulated
2015-07-27,Chennai,0.0297999999999999,simulated,simulated
2015-07-28,Chennai,0.0262399999999999,simulated,simulated
2015-07-29,Chennai,0.0140799999999999,simulated,simulated
2015-07-30,Chennai,0.0017599999999999,simulated,simulated
2015-07-31,Chennai,0.0,simulated,simulated
2015-08-01,Chennai,0.0,simulated,simulated
2015-08-02,Chennai,0.02252,simulated,simulated
2015-08-03,Chennai,0.02856,simulated,simulated
2015-08-04,Chennai,0.0226,simulated,simulated
2015-08-05,Chennai,0.01804,simulated,simulated
2015-08-06,Chennai,0.007,simulated,simulated
2015-08-07,Chennai,0.0,simulated,simulated
2015-08-08,Chennai,0.0,simulated,simulated
2015-08-09,Chennai,0.0058,simulated,simulated
2015-08-10,Chennai,0.02744,simulated,simulated
2015-08-11,Chennai,0.03044,simulated,simulated
2015-08-12,Chennai,0.02044,simulated,simulated
2015-08-13,Chennai,0.00884,simulated,simulated
2015-08-14,Chennai,0.00024,simulated,simulated
2015-08-15,Chennai,0.00128,simulated,simulated
2015-08-16,Chennai,0.05688,simulated,simulated
2015-08-17,Chennai,0.1392,simulated,simulated
2015-08-18,Chennai,0.12832,simulated,simulated
2015-08-19,Chennai,0.11904,simulated,simulated
2015-08-20,Chennai,0.12512,simulated,simulated
2015-08-21,Chennai,0.2347999999999999,simulated,simulated
2015-08-22,Chennai,0.25688,simulated,simulated
2015-08-23,Chennai,0.2907599999999999,simulated,simulated
2015-08-24,Chennai,0.27912,simulated,simulated
2015-08-25,Chennai,0.2671199999999999,simulated,simulated
2015-08-26,Chennai,0.2624799999999999,simulated,simulated
2015-08-27,Chennai,0.2827999999999999,simulated,simulated
2015-08-28,Chennai,0.2711199999999999,simulated,simulated
2015-08-29,Chennai,0.2592799999999999,simulated,simulated
2015-08-30,Chennai,0.2490399999999999,simulated,simulated
2015-08-31,Chennai,0.2447999999999999,simulated,simulated
2015-09-01,Chennai,0.2326399999999999,simulated,simulated
2015-09-02,Chennai,0.2204799999999999,simulated,simulated
2015-09-03,Chennai,0.2200799999999999,simulated,simulated
2015-09-04,Chennai,0.2100799999999998,simulated,simulated
2015-09-05,Chennai,0.1989199999999998,simulated,simulated
2015-09-06,Chennai,0.1917199999999998,simulated,simulated
2015-09-07,Chennai,0.2867999999999998,simulated,simulated
2015-09-08,Chennai,0.2758399999999998,simulated,simulated
2015-09-09,Chennai,0.2882399999999998,simulated,simulated
2015-09-10,Chennai,0.4281599999999998,simulated,simulated
2015-09-11,Chennai,0.4175999999999998,simulated,simulated
2015-09-12,Chennai,0.4092399999999998,simulated,simulated
2015-09-13,Chennai,0.3974799999999998,simulated,simulated
2015-09-14,Chennai,0.3857199999999998,simulated,simulated
2015-09-15,Chennai,0.3762799999999998,simulated,simulated
2015-09-16,Chennai,0.3639999999999998,simulated,simulated
2015-09-17,Chennai,0.3517999999999998,simulated,simulated
2015-09-18,Chennai,0.3396399999999998,simulated,simulated
2015-09-19,Chennai,0.3696399999999998,simulated,simulated
2015-09-20,Chennai,0.3636399999999998,simulated,simulated
2015-09-21,Chennai,0.3548399999999998,simulated,simulated
2015-09-22,Chennai,0.3429199999999998,simulated,simulated
2015-09-23,Chennai,0.3309599999999998,simulated,simulated
2015-09-24,Chennai,0.3189999999999998,simulated,simulated
2015-09-25,Chennai,0.3136399999999997,simulated,simulated
2015-09-26,Chennai,0.4387599999999997,simulated,simulated
2015-09-27,Chennai,0.4308799999999997,simulated,simulated
2015-09-28,Chennai,0.4328799999999997,simulated,simulated
2015-09-29,Chennai,0.4319999999999997,simulated,simulated
2015-09-30,Chennai,0.4576799999999997,simulated,simulated
2015-10-01,Chennai,0.4610399999999997,simulated,simulated
2015-10-02,Chennai,0.5334799999999997,simulated,simulated
2015-10-03,Chennai,0.5492799999999998,simulated,simulated
2015-10-04,Chennai,0.5891199999999999,simulated,simulated
2015-10-05,Chennai,0.6021599999999999,simulated,simulated
2015-10-06,Chennai,0.5994799999999999,simulated,simulated
2015-10-07,Chennai,0.6211199999999999,simulated,simulated
2015-10-08,Chennai,0.6451199999999999,simulated,simulated
2015-10-09,Chennai,0.6510399999999998,simulated,simulated
2015-10-10,Chennai,0.7168799999999999,simulated,simulated
2015-10-11,Chennai,0.7271199999999998,simulated,simulated
2015-10-12,Chennai,0.7229199999999998,simulated,simulated
2015-10-13,Chennai,0.7116799999999998,simulated,simulated
2015-10-14,Chennai,0.7005999999999998,simulated,simulated
2015-10-15,Chennai,0.6895599999999997,simulated,simulated
2015-10-16,Chennai,0.6784799999999997,simulated,simulated
2015-10-17,Chennai,0.6697999999999997,simulated,simulated
2015-10-18,Chennai,0.6639199999999997,simulated,simulated
2015-10-19,Chennai,0.6549999999999997,simulated,simulated
2015-10-20,Chennai,0.6454399999999997,simulated,simulated
2015-10-21,Chennai,0.6341199999999997,simulated,simulated
2015-10-22,Chennai,0.6230399999999997,simulated,simulated
2015-10-23,Chennai,0.6199599999999997,simulated,simulated
